Dept,Course,Last Name,Term,Year,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Course Workload,I would recommend this course,I attended class,Inspired to learn subject matter,Number Invited,Number of Survey Responses,Course Code
ICC,Podcasting WRI380H5FLEC9101,Currie,Fall,2020,37,38,38,39,4,34,36,36,,39,28,14,WRI380H5
FGI,Intro Gen Lin Wrd Snt Str Mea LIN102H5FLEC9101,Troberg,Fall,2020,37,39,36,35,35,33,38,3,,34,296,61,LIN102H5
MCS,Intro Algebraic Cryptography MAT302H5FLEC9101,Kaul,Fall,2020,37,36,34,33,32,29,31,31,,33,63,24,MAT302H5
UMPOL,Intro Cdn Enviro Law Policy I JPE251H5FLEC9101,Thorn,Fall,2020,37,38,39,38,38,36,33,36,,37,106,36,JPE251H5
UMECO,Internatnl Monetary Economics ECO365H5FLEC9201,Gagnon,Fall,2020,37,38,36,37,39,34,32,36,,34,83,19,ECO365H5
UMBIO,Intro Plant Morph  Physiology BIO203H5FLEC9101,Banerjee,Fall,2020,37,4,38,37,38,35,34,33,,33,216,73,BIO203H5
MCS,Intro Theory Computation CSC236H5FLEC9103,Miljanovic,Fall,2020,37,37,42,27,26,25,4,23,,24,114,33,CSC236H5
UMMGT,Fin Acct Theo Pol 1 MGT224H5FLEC9101,Thomas,Fall,2020,37,34,27,31,31,26,37,2,,3,27,7,MGT224H5
CHMPS,Fund of Analyt Chem CHM211H5FLEC0101,Shahmuradyan,Fall,2020,37,38,45,42,38,38,28,38,,35,23,6,CHM211H5
ICC,Contemporary Communic Tech CCT109H5FLEC9102,Coleman,Fall,2020,37,4,4,41,41,36,29,39,,36,387,94,CCT109H5
MCS,Complex Variables MAT334H5FLEC9101,Goncharuk,Fall,2020,37,38,37,39,39,34,3,35,,33,67,24,MAT334H5
UMPHL,Critical Reasoning PHL239H5FLEC9101,Steinberg,Fall,2020,37,39,38,38,39,35,27,37,,33,160,44,PHL239H5
UMMGT,Business Finance II MGT232H5FLEC9101,Tome,Fall,2020,37,41,41,41,41,36,32,36,,33,55,22,MGT232H5
UMPOL,Canadian Government POL215H5FLEC9201,Pond,Fall,2020,37,42,41,37,37,35,3,36,,37,128,36,POL215H5
UMVIS,Art Since 1945 FAH289H5FLEC9101,Ricco,Fall,2020,37,4,34,32,35,3,36,29,,34,45,20,FAH289H5
ICC,Writing about Env  Ecology WRI375H5SLEC9101,Currie,Winter,2021,37,38,38,4,41,38,43,34,,38,16,10,WRI375H5
FGI,Adv Lang Pra Written French FRE382H5FLEC9101,Chevrette,Fall,2020,37,37,39,41,42,35,33,37,,35,54,27,FRE382H5
UMGGR,Social Geographies GGR210H5SLEC9101,Laliberte,Winter,2021,37,39,43,37,39,37,29,38,,34,97,30,GGR210H5
FGI,Sound Patterns in Lang LIN229H5SLEC9101,Ozburn,Winter,2021,37,39,41,37,37,32,34,32,,34,82,21,LIN229H5
ICC,Rhetoric and Media CCT110H5SLEC9101,Peden,Winter,2021,37,38,41,36,38,36,34,37,,36,333,92,CCT110H5
ICC,Rhetoric and Media CCT110H5SLEC9101,Szigeti,Winter,2021,37,38,42,36,38,36,34,37,,36,333,92,CCT110H5
FGI,Read Mod Fr  Qc Masterworks FRE241H5SLEC9101,Chevrette,Winter,2021,37,37,37,37,39,33,34,32,,3,39,17,FRE241H5
HISCL,The History of Capitalism HIS212H5SLEC9101,Coleman,Winter,2021,37,38,38,38,38,34,34,33,,35,72,19,HIS212H5
UMGGR,Sustainable Tourism ENV205H5SLEC9101,Besco,Winter,2021,37,39,41,39,39,35,29,36,,34,111,23,ENV205H5
MCS,Statistics with Prob STA258H5SLEC9103,Aslemand,Winter,2021,37,41,38,41,41,36,33,34,,31,123,18,STA258H5
CHMPS,Stars and Galaxies AST201H5SLEC9101,Lester,Winter,2021,37,38,36,35,36,32,31,31,,37,139,23,AST201H5
ICC,Special Topics in Writing WRI490H5SLEC9101,Bouvier,Winter,2021,37,37,35,37,38,33,33,32,,38,12,12,WRI490H5
UMECO,Introduction to Economics ECO100Y5YLEC9102,Bailey,Winter,2021,37,37,34,34,33,3,39,32,,33,145,25,ECO100Y5
UMECO,Introduction to Economics ECO100Y5YLEC8101,Bailey,Winter,2021,37,37,33,29,27,29,4,29,,3,26,7,ECO100Y5
UMBIO,Lab in Cell  Molecular Bio BIO314H5SLEC9101,Ancevicius,Winter,2021,37,39,4,4,4,38,36,36,,36,189,59,BIO314H5
UMSOC,Measuring the Social World SOC222H5SLEC9201,Miles,Winter,2021,37,4,45,42,41,4,36,35,,33,117,27,SOC222H5
FGI,LTL CrossCultural Communicat LIN486H5SLEC9102,Popovich,Winter,2021,37,37,38,35,35,33,35,37,,35,31,6,LIN486H5
UMPOL,Political Theory POL200Y5YLEC8203,Amani,Winter,2021,37,39,41,42,39,37,35,33,,32,20,12,POL200Y5
UMPHL,Probab  Inductive Logic PHL246H5SLEC9101,Weisberg,Winter,2021,37,37,37,37,37,35,29,35,,32,196,166,PHL246H5
UMGGR,Physical Geography GGR112H5SLEC9101,Porter,Winter,2021,37,39,37,36,37,32,35,33,,33,173,37,GGR112H5
CHMPS,Planet Earth ERS101H5SLEC9101,Lui,Winter,2021,37,4,37,39,38,34,33,34,,32,295,59,ERS101H5
UMPOL,Ontario Politics POL336Y5YLEC0101,Pond,Winter,2021,37,5,5,4,4,37,23,37,,3,16,5,POL336Y5
UMECO,Money Banking  Fin Mark ECO349H5SLEC9101,Zhao,Winter,2021,37,41,43,43,42,4,31,38,,36,92,23,ECO349H5
UMMGT,Data Analytics for Management MGT270H5SLEC9101,Yung,Winter,2021,37,39,41,41,41,36,33,34,,35,57,22,MGT270H5
MCS,Differential Calculus MAT135H5SLEC9102,Burazin,Winter,2021,37,38,47,36,35,38,37,33,,34,96,18,MAT135H5
UMMGT,Business Finance II MGT232H5SLEC9104,Akey JR,Winter,2021,37,35,38,36,36,34,34,37,,34,42,15,MGT232H5
MCS,Cal Lin Alg Commerce MAT133Y5YLEC9103,Holden,Winter,2021,37,37,42,35,35,32,38,32,,31,121,43,MAT133Y5
CHMPS,Classical Electrodynamics PHY451H5SLEC9101,Hilfinger,Winter,2021,37,33,37,37,37,33,4,27,,37,13,5,PHY451H5
UMSOC,Climate Change and Society SOC465H5SLEC9101,Baber,Winter,2021,37,42,4,4,41,36,3,36,,38,35,9,SOC465H5
UMSOC,Carceral Femin Rce Gndr State SOC324H5SLEC9101,Flores,Winter,2021,37,4,3,36,36,33,29,32,,33,59,11,SOC324H5
ENGDR,Childrens Literature ENG234H5SLEC9101,OFlynn,Winter,2021,37,39,4,37,39,36,32,37,,32,65,23,ENG234H5
MCS,Comput Complex  Comput CSC363H5SLEC9102,Mahmoud,Winter,2021,37,39,44,41,4,33,34,3,,31,63,14,CSC363H5
MCS,Intro Artificial Intel CSC384H5SLEC9101,Dema,Winter,2021,37,39,29,3,29,29,36,29,,32,36,13,CSC384H5
UMECO,Internatnl Monetary Economics ECO365H5SLEC9101,Gagnon,Winter,2021,37,41,37,41,43,33,31,39,,36,93,11,ECO365H5
FGI,Intro Gen Ling Sounds of Lang LIN101H5SLEC9101,Schertz,Winter,2021,37,39,4,36,36,34,36,3,,32,301,61,LIN101H5
FGI,Intro Gen Ling Sounds of Lang LIN101H5SLEC9102,Schertz,Winter,2021,37,4,41,38,38,36,31,34,,34,326,60,LIN101H5
HISCL,Intro Rlg  Media  Pop Culture RLG211H5SLEC9101,Scott,Winter,2021,37,38,39,37,38,33,34,34,,3,78,20,RLG211H5
HISCL,Intro to East Asian History HIS284H5SLEC9101,Lam,Winter,2021,37,38,33,36,35,32,28,31,,31,53,10,HIS284H5
UMGGR,GIS  Remote Sensing Integratn GGR335H5SLEC9101,He,Winter,2021,37,41,43,41,39,37,36,37,,33,103,19,GGR335H5
ANTRL,Forensic Anatomy FSC316H5SLEC9101,Watamaniuk,Winter,2021,37,33,31,3,29,26,46,23,,28,48,27,FSC316H5
ENGDR,How to Research Literature ENG102H5SLEC9101,Janes,Winter,2021,37,37,44,36,4,35,31,36,,32,78,40,ENG102H5
MCS,Integral Calculus MAT136H5SLEC9102,Wang,Winter,2021,37,34,42,38,38,34,37,33,,3,136,23,MAT136H5
UMGGR,Cities Urbanization  Develop GGR207H5FLEC0101,May,Fall,2016,37,39,42,4,39,36,3,35,,32,105,47,GGR207H5
UMMGT,Acct Fundamentals 1 MGM221H5FLEC0101,Seguin,Fall,2016,37,41,43,32,34,33,34,31,,27,31,16,MGM221H5
UMBIO,Advanced Genetics BIO341H5FLEC0101,Anderson,Fall,2016,37,37,36,33,34,31,28,3,,32,72,33,BIO341H5
MCS,Differential Equations I MAT244H5FLEC0102,Hurth,Fall,2016,37,37,4,35,36,34,28,34,,32,84,23,MAT244H5
MCS,Classical Geometries MAT402H5FLEC0101,Karshon,Fall,2016,37,41,4,39,38,36,35,33,,32,51,13,MAT402H5
UMBIO,Intro EvolutionEvolGenetics BIO152H5FLEC0101,Arts,Fall,2016,37,38,36,37,37,33,32,36,,35,418,259,BIO152H5
UMVIS,An Intro to Cinema Studies CIN101H5FLEC0101,Stoddard,Fall,2016,37,42,39,38,4,36,28,4,,37,262,92,CIN101H5
UMVIS,Introduction to Art History FAH101H5FLEC0101,Purvis,Fall,2016,37,41,37,38,39,33,34,35,,37,160,52,FAH101H5
UMPSY,Hormones  Behaviour PSY395H5FLEC0101,Monks,Fall,2016,37,39,37,37,37,33,33,3,,33,38,16,PSY395H5
UMPSY,Intro to Devel Psychology PSY210H5FLEC0101,VanderLaan,Fall,2016,37,4,35,34,34,32,33,34,,34,202,74,PSY210H5
FGI,Phonetics LIN228H5FLEC0101,Schertz,Fall,2016,37,39,41,41,41,36,33,34,,34,100,39,LIN228H5
ICC,Oral Rhetoric WRI330H5FLEC0101,Maharajh,Fall,2016,37,4,46,39,4,37,27,39,,31,31,7,WRI330H5
MCS,Intro to Comp Prog CSC108H5FLEC0105,Chaturvedi,Fall,2016,37,39,33,35,34,31,32,32,,37,132,45,CSC108H5
MCS,Linear Algebra I MAT223H5FLEC0104,Wang,Fall,2016,37,4,39,4,39,35,36,35,,32,120,36,MAT223H5
ICC,Pol Econ of Comm Culture Tec CCT222H5FLEC0101,Delfanti,Fall,2016,37,37,3,4,4,33,29,35,,39,90,26,CCT222H5
CHMPS,Geol  Public Issues ERS103H5FLEC0101,Laflamme,Fall,2016,37,4,41,33,36,35,28,36,,35,160,66,ERS103H5
CHMPS,Intro Organic Chemistry I CHM242H5FLEC0101,Shin,Fall,2016,37,38,34,34,34,33,33,33,,34,288,130,CHM242H5
CHMPS,Chemical Principles 1 CHM110H5FLEC0102,Poe,Fall,2016,37,38,4,36,37,34,39,33,,32,366,202,CHM110H5
CHMPS,Fund of Analyt Chem CHM211H5FLEC0101,Petryayeva,Fall,2016,37,39,37,35,35,32,45,26,,31,137,67,CHM211H5
CHMPS,Solar System Ast AST101H5FLEC0101,Lester,Fall,2016,37,39,34,31,32,31,29,31,,32,207,88,AST101H5
ICC,Writing about Env  Ecology WRI375H5SLEC0101,Currie,Winter,2017,37,39,4,42,43,37,38,33,,34,24,12,WRI375H5
UMMGT,Mergers and Acquisitions MGT434H5SLEC0102,Florence,Winter,2017,37,37,43,37,37,38,3,39,,37,50,15,MGT434H5
UMPOL,Ideas and Ideologies POL113H5SLEC0101,Amani,Winter,2017,37,39,39,37,38,34,32,35,,34,264,89,POL113H5
UMPSY,Social Development PSY311H5SLEC0101,Kamenetsky,Winter,2017,37,38,36,31,32,31,34,31,,32,85,21,PSY311H5
HISCL,Topics in Buddhism RLG370H5SLEC0101,Tatelman,Winter,2017,37,38,34,34,36,36,31,31,,33,20,10,RLG370H5
UMSOC,Introduction to Sociology SOC100H5SLEC0101,Baker,Winter,2017,37,4,4,35,35,36,29,38,,34,457,158,SOC100H5
UMPSY,The Science of Wellbeing PSY324H5SLEC0102,Walker,Winter,2017,37,39,37,36,35,32,34,33,,33,65,21,PSY324H5
UMPSY,Psychobiology Lab PSY399H5SLEC0101,Monks,Winter,2017,37,33,24,31,3,3,4,27,,3,19,7,PSY399H5
UMSOC,Social Inequality SOC263H5SLEC0101,Samuel,Winter,2017,37,37,4,38,37,36,29,36,,34,165,46,SOC263H5
UMSOC,Measuring the Social World SOC222H5SLEC0101,Pettinicchio,Winter,2017,37,41,44,44,44,39,36,34,,3,147,62,SOC222H5
UMMGT,Management Acctg 1 MGT223H5SLEC0101,Falk,Winter,2017,37,37,39,36,37,36,32,36,,33,50,13,MGT223H5
UMMGT,Financial Acctg 1 MGT120H5SLEC0103,Falk,Winter,2017,37,41,43,4,38,37,31,38,,36,120,43,MGT120H5
UMMGT,Financial Acctg 1 MGT120H5SLEC0104,Seguin,Winter,2017,37,39,39,39,4,35,3,35,,36,118,40,MGT120H5
MCS,Complex Variables MAT334H5SLEC0101,Gamse,Winter,2017,37,38,39,43,41,35,29,36,,31,90,16,MAT334H5
MCS,Calculus for Life Sciences MAT134Y5YLEC0104,Holden,Winter,2017,37,35,41,3,3,32,34,27,,28,80,49,MAT134Y5
MCS,Cal Lin Alg Commerce MAT133Y5YLEC0105,Wilk,Winter,2017,37,39,4,4,41,35,34,37,,35,122,39,MAT133Y5
MCS,Calculus MAT135Y5YLEC0101,Burazin,Winter,2017,37,4,43,41,4,37,33,36,,32,128,40,MAT135Y5
UMGGR,Biogeography GGR305H5SLEC0101,Conway,Winter,2017,37,37,4,37,37,35,31,34,,33,98,27,GGR305H5
UMECO,Interntl Trade Theory ECO364H5SLEC0101,Li,Winter,2017,37,38,39,37,37,35,26,38,,36,97,22,ECO364H5
ENGDR,Romantic Poetry  Prose ENG308Y5YLEC0101,KoenigWoodyard,Winter,2017,37,39,43,37,39,36,3,35,,3,36,15,ENG308Y5
ENGDR,The Novel ENG210Y5YLEC0101,KoenigWoodyard,Winter,2017,37,37,45,37,43,35,37,32,,35,20,6,ENG210Y5
UMECO,Introduction to Economics ECO100Y5YLEC0401,Mahone,Winter,2017,37,39,39,36,35,32,35,32,,35,303,96,ECO100Y5
UMECO,Introduction to Economics ECO100Y5YLEC0501,Mahone,Winter,2017,37,38,4,36,35,35,35,32,,36,269,76,ECO100Y5
MCS,Computer Forensics CSC423H5SLEC0101,Duquette,Winter,2017,37,41,44,41,4,38,27,4,,37,39,15,CSC423H5
UMGGR,The Sustainability Imperative ENV310H5SLEC0101,Murck,Winter,2017,37,4,4,41,42,36,31,32,,35,77,20,ENV310H5
UMGGR,Expermtl Desgn in Enviro Sci ENV330H5SPRA0101,Havelka,Winter,2017,37,37,43,37,38,34,32,33,,32,49,12,ENV330H5
UMVIS,Top in Modern Art/ArchitectureFAH392H5SLEC0101,Kaplan,Winter,2017,37,44,43,38,34,39,33,4,,37,24,10,FAH392H5
ANTRL,Internship in Forensic ScienceFSC481Y5YLEC0101,Cahn,Winter,2017,37,36,27,34,33,32,42,36,,36,30,12,FSC481Y5
UMGGR,Global Climate Change GGR377H5SLEC0101,Passmore,Winter,2017,37,38,4,37,38,35,28,37,,39,79,18,GGR377H5
UMGGR,GIS and Population Health GGR322H5SLEC0101,Larsen,Winter,2017,37,42,43,43,43,38,32,39,,36,36,14,GGR322H5
UMGGR,Places and People GGR208H5SLEC0101,Leydon,Winter,2017,37,39,37,35,36,35,3,34,,32,113,29,GGR208H5
ICC,Rhetoric and Media CCT110H5SLEC0101,McEwen,Winter,2017,37,36,44,38,38,36,36,36,,35,218,63,CCT110H5
CHMPS,Instrum Analyt Chem CHM311H5SLEC0101,Shahmuradyan,Winter,2017,37,39,32,35,32,31,35,28,,27,67,23,CHM311H5
CHMPS,Inorg Chem IIAdvanced CHM331H5SLEC0101,Fekl,Winter,2017,37,38,37,37,37,35,3,35,,3,68,21,CHM331H5
ANTRL,Osteological Theory ANT340H5SLEC0101,Wood,Winter,2017,37,39,36,31,33,32,34,32,,34,26,25,ANT340H5
UMBIO,Diversity of Organisms BIO153H5SLEC0102,Richter,Winter,2017,37,39,41,38,38,37,32,37,,36,424,268,BIO153H5
UMBIO,Lab in Cell  Molecular Bio BIO314H5SLEC0101,Chatfield,Winter,2017,37,4,38,39,38,34,32,37,,38,138,61,BIO314H5
UMMGT,Pricing MGT355H5FLEC0101,Oreopoulos,Fall,2017,37,38,37,39,37,35,32,36,,35,52,28,MGT355H5
UMPSY,Psychology of Music PSY387H5FLEC0101,Schellenberg,Fall,2017,37,39,43,36,38,34,36,35,,34,38,21,PSY387H5
UMPSY,Psychology of Pain PSY391H5FLEC0101,Martin,Fall,2017,37,38,36,29,29,29,37,32,,36,91,34,PSY391H5
ICC,Performance Assessment CCT224H5FLEC0101,Dumcum,Fall,2017,37,37,37,34,35,32,37,3,,33,229,127,CCT224H5
MCS,Statistics with Prob STA258H5FLEC0101,Thinniyam,Fall,2017,37,4,42,4,38,38,33,38,,38,117,26,STA258H5
UMSOC,Special Topics in Criminology SOC300H5FLEC0101,Flores,Fall,2017,37,39,42,34,34,34,3,39,,34,39,14,SOC300H5
MCS,Surveys Sampl  Observat Data STA304H5FLEC0102,Thinniyam,Fall,2017,37,39,41,4,41,39,29,37,,34,71,17,STA304H5
HISCL,The History of Canada HIS263Y5YLEC0101,Gettler,Fall,2017,37,42,39,38,36,34,33,31,,31,77,24,HIS263Y5
MCS,The Practice of Statistics I STA220H5FLEC0102,Fraser,Fall,2017,37,38,33,37,34,34,34,33,,28,27,9,STA220H5
HISCL,Theories of Sexuality WGS372H5FLEC0101,Bain,Fall,2017,37,41,39,38,38,34,31,37,,36,40,15,WGS372H5
HISCL,Women  Work in Contemp Can WGS210H5SLEC0101,Khosla,Summer,2017,37,38,39,39,4,33,33,33,,34,55,16,WGS210H5
UMECO,Macroec Theory  Policy ECO202Y5YLEC0101,Anjomshoa,Summer,2017,37,38,38,35,35,3,33,33,,33,60,14,ECO202Y5
HISCL,US History Colonial Era1877 HIS271H5FLEC0101,Bryer,Summer,2017,37,41,42,35,37,36,32,35,,38,15,12,HIS271H5
UMBIO,Intro EvolutionEvolGenetics BIO152H5FLEC0101,Arts,Summer,2017,37,39,39,37,39,4,36,37,,39,31,8,BIO152H5
UMECO,Quant Methods in Eco ECO220Y5FLEC0101,Anderson,Summer,2017,37,36,42,4,37,33,27,37,,32,139,27,ECO220Y5
MCS,Intro Probability  Modelling STA107H5SLEC0101,Xie,Summer,2017,37,38,36,38,41,34,26,38,,33,47,15,STA107H5
UMBIO,Intro Genetics BIO207H5SLEC0101,Atallah,Summer,2017,37,38,37,33,32,32,34,3,,32,101,51,BIO207H5
MCS,Calculus of Several Variables MAT232H5YLEC0101,Burazin,Summer,2017,37,4,43,41,42,38,33,35,,33,88,30,MAT232H5
MCS,Calculus for Life Sciences MAT134Y5YLEC0102,Mazzeo,Summer,2017,37,41,45,4,41,38,33,34,,31,122,67,MAT134Y5
CHMPS,Intro to Astronomical Observ AST110H5FLEC0101,Lester,Fall,2017,37,38,38,37,4,37,31,33,,37,33,16,AST110H5
MCS,Intro to Comp Prog CSC108H5FLEC0103,Maccio,Fall,2017,37,39,43,37,37,35,32,35,,38,172,84,CSC108H5
UMBIO,Integrative Animal Physiol II BIO310H5FLEC0101,Abdalahad,Fall,2017,37,39,36,29,3,3,35,3,,33,324,279,BIO310H5
HISCL,Intro Study of Religion RLG101H5FLEC0101,Derry,Fall,2017,37,4,46,39,4,37,31,39,,33,287,157,RLG101H5
HISCL,Intro Diaspora Transl I DTS201H5FLEC0101,GanapathyColeman,Fall,2017,37,41,36,4,41,32,38,36,,33,24,12,DTS201H5
MCS,Linear Algebra I MAT223H5FLEC0102,Briggs,Fall,2017,37,34,34,33,32,3,32,28,,33,72,23,MAT223H5
MCS,Linear Algebra I MAT223H5FLEC0103,Burazin,Fall,2017,37,37,39,29,28,3,35,27,,28,84,27,MAT223H5
MCS,Linear Algebra I MAT223H5FLEC0104,Wang,Fall,2017,37,38,41,31,3,29,34,26,,29,66,23,MAT223H5
UMPHL,Introduction to Philosophy I PHL101H5FLEC0101,Sepielli,Fall,2017,37,38,36,37,38,33,32,33,,33,207,73,PHL101H5
FGI,Language  Gender JAL355H5FLEC0101,Denis,Fall,2017,37,38,41,39,4,35,29,35,,35,97,51,JAL355H5
UMMGT,Management Control MGT428H5FLEC0102,Wahid,Fall,2017,37,38,42,36,38,36,3,37,,32,45,38,MGT428H5
UMSOC,Criminal Justice Organizations SOC320H5FLEC0101,Rubin,Fall,2017,37,39,41,4,37,38,32,35,,34,53,23,SOC320H5
CHMPS,Earth Materials ERS201H5FLEC0101,Schulze,Fall,2017,37,44,4,42,42,38,36,34,,35,70,29,ERS201H5
CHMPS,Electromagnetism PHY241H5FLEC0101,Moore,Fall,2017,37,35,29,36,37,29,33,31,,32,47,27,PHY241H5
ICC,Enterprise Risk Management MGD426H5FLEC0101,Thung,Fall,2017,37,34,38,34,36,34,39,33,,32,46,10,MGD426H5
ANTRL,Evidence Law  FSC in Canada FSC360H5FLEC0101,Rondinelli,Fall,2017,37,35,41,35,36,35,24,38,,36,59,32,FSC360H5
UMGGR,Env Remote Sensing GGR337H5FLEC0101,Lu,Fall,2017,37,39,4,41,41,34,31,33,,37,52,37,GGR337H5
UMSOC,Classical Sociological Theory SOC231H5FLEC0102,Baber,Fall,2017,37,41,4,42,43,37,31,36,,33,116,50,SOC231H5
ANTRL,Forensic Identification FSC300H5FLEC0101,Knaap,Fall,2017,37,38,41,35,36,35,26,38,,36,57,44,FSC300H5
HISCL,Greek Epic CLA301H5FLEC0101,Cundy,Fall,2017,37,39,39,39,4,39,33,37,,34,38,20,CLA301H5
MCS,Groups and Symmetries MAT301H5FLEC0101,Mousavidehshikh,Fall,2017,37,37,42,35,35,33,38,32,,34,61,22,MAT301H5
CHMPS,Geol  Public Issues ERS103H5FLEC0101,Laflamme,Fall,2017,37,4,4,34,35,36,26,37,,33,100,40,ERS103H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5FLEC0101,Garbati,Summer,2022,364,355,436,39,409,364,327,327,,3,26,11,ISP100H5
UMBIO,Ecology BIO205H5SLEC0101,Zigouris,Summer,2022,36,38,36,33,36,31,32,3,,32,67,24,BIO205H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5FLEC0130,EvansTokaryk,Fall,2022,36,4,46,4,43,35,35,3,,29,26,10,ISP100H5
UMMGT,Advanced Accounting MGT326H5SLEC9102,Schumann,Winter,2022,36,39,41,4,39,39,3,3,,34,25,7,MGT326H5
IMI,MERGERSACQUISITIONSVALUATION MGT2281HYLEC0101,Aivazian,Summer,2022,36,32,37,34,34,32,33,35,,37,73,21,
UMPSY,Behavioural Neuroscience Lab PSY369H5S PRA9101,Monks,Winter,2022,36,37,33,29,34,27,43,29,,33,30,7,PSY369H5
MCS,Applications of Stat Models STA313H5SLEC9101,Nosedal Sanchez,Winter,2022,36,36,33,33,35,3,31,32,,33,120,16,STA313H5
MCS,Probability and Statistics I STA256H5SLEC0102,Ataei,Summer,2022,36,39,46,39,36,31,4,26,,23,42,7,STA256H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5SLEC0103,Allen,Summer,2022,36,42,47,44,43,4,27,39,,36,21,17,ISP100H5
ANTRL,World Prehistory ANT201H5SLEC0101,Gregg,Summer,2022,36,39,33,38,36,34,29,36,,38,37,9,ANT201H5
MCS,Integral Calculus Life Sci MAT134H5YLEC0101,de Jong,Summer,2022,36,38,41,39,38,36,35,27,,25,98,22,MAT134H5
UMMGT,Fixed Income Markets MGT440H5SLEC9101,Yung,Winter,2022,36,38,39,37,35,32,39,31,,31,45,15,MGT440H5
UMGGR,Human Geography GGR111H5SLEC9101,Laliberte,Winter,2022,36,39,4,37,39,35,31,34,,35,278,41,GGR111H5
UMPOL,Ideas and Ideologies POL113H5SLEC9201,Amani,Winter,2022,36,39,42,35,36,34,32,32,,33,69,42,POL113H5
MCS,Integral Calculus MAT136H5SLEC9107,Kudriashov,Winter,2022,36,33,32,38,38,33,33,29,,26,92,17,MAT136H5
MCS,Integral Calculus MAT136H5SLEC9108,Ongay Valverde,Winter,2022,36,36,35,38,38,32,35,34,,32,121,22,MAT136H5
MCS,Integral Calculus MAT136H5SLEC9109,Richards,Winter,2022,36,37,44,36,36,32,37,29,,27,135,34,MAT136H5
MCS,Integral Calculus MAT136H5SLEC9112,De Benedetti,Winter,2022,36,36,43,32,31,36,36,33,,33,93,9,MAT136H5
MCS,Intro Probability  Modelling STA107H5SLEC9103,Davies,Winter,2022,36,36,36,33,33,3,29,33,,29,139,27,STA107H5
UMBIO,Intro Genetics BIO207H5SLEC9101,Al Sorkhy,Winter,2022,36,38,33,41,41,32,32,34,,32,453,81,BIO207H5
UMECO,Intro Data Anal  Appl Econome ECO220Y5YLEC9101,Zammit,Winter,2022,36,38,38,39,4,36,34,32,,31,108,11,ECO220Y5
MCS,Intro Database CSC343H5SLEC9101,Liut,Winter,2022,36,42,41,41,39,36,31,36,,34,75,20,CSC343H5
IMI,Essentials of Finance IMI301H5SLEC0101,Yung,Winter,2022,36,38,34,36,39,3,31,33,,37,26,12,IMI301H5
ENGDR,Effective Writing ENG100H5SLEC9102,Woodward,Winter,2022,36,38,43,38,41,39,3,38,,32,72,12,ENG100H5
ICC,Digital Marketing II DEM CCT354H5SLEC9101,Yoo,Winter,2022,36,41,36,38,39,34,27,37,,33,40,9,CCT354H5
ANTRL,Culture and Communication ANT206H5SLEC0101,Sidnell,Winter,2022,36,37,34,33,33,31,3,29,,31,25,7,ANT206H5
UMMGT,Business Technology Mgmt MGT371H5SLEC9101,Yung,Winter,2022,36,37,4,39,42,38,32,35,,33,59,24,MGT371H5
UMMGT,Consumer Behaviour MGT354H5SLEC9101,Khalil,Winter,2022,36,36,36,32,34,32,35,3,,32,60,13,MGT354H5
ICC,Creative NonFiction WRI173H5SLEC0101,Currie,Winter,2022,36,4,44,4,42,34,32,34,,34,6,5,WRI173H5
ICC,Creative NonFiction WRI173H5SLEC0104,Maharajh,Winter,2022,36,38,5,42,44,4,34,34,,36,7,5,WRI173H5
UMBIO,Intro EvolutionEvolGenetics BIO152H5FLEC0101,Wong,Fall,2022,36,35,31,32,31,28,38,31,,31,447,219,BIO152H5
MCS,Groups and Symmetries MAT301H5FLEC0102,Desjardins,Fall,2022,36,36,24,36,36,28,32,3,,28,45,5,MAT301H5
FGI,IntermLangPracticeWrit French FRE282H5FLEC0101,Tigchelaar,Fall,2022,36,37,41,37,4,34,25,36,,34,29,22,FRE282H5
CHMPS,Geophysics ERS303H5FLEC0101,Ye,Fall,2022,36,36,34,3,3,28,32,3,,3,13,5,ERS303H5
IMI,Fundamentals of Marketing IMI201H5FLEC0101,Chang,Fall,2022,36,38,39,4,4,33,27,39,,4,45,10,IMI201H5
MCS,Differential Calculus MAT135H5FLEC0107,Avvakumov,Fall,2022,36,35,33,35,39,32,32,36,,32,109,26,MAT135H5
MCS,Differential Calculus MAT135H5FLEC0108,Herman,Fall,2022,36,37,42,35,34,32,36,32,,29,137,39,MAT135H5
UMGGR,Energy and Society GGR333H5FLEC0101,Desrochers,Fall,2022,36,36,31,38,38,26,37,26,,32,71,14,GGR333H5
FGI,Comm  Conflict Resolution EDS210H5FLEC0101,Coulson,Fall,2022,36,38,46,41,39,38,27,36,,36,77,25,EDS210H5
ICC,Writing about Env  Ecology WRI375H5SLEC0101,Currie,Winter,2023,36,34,34,3,34,34,34,3,,32,10,5,WRI375H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5SLEC0106,Tekin,Winter,2023,36,42,49,44,45,43,29,38,,36,30,19,ISP100H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5SLEC0117,Stewart,Winter,2023,36,39,47,43,46,42,28,39,,34,26,9,ISP100H5
